phase,run_id,run_kind,model_id,immutable_revision,task_id,split,difficulty,domain,cell_id,cell_kind,feedback_validity,tone,turn_label,response_id,m1,m1_missing_reason,m2,m2_missing_reason,m3_rate,m3_missing_reason,m3_event_count,m3_loop_flag,entropy_mean,entropy_worst_decile,tail_mass_mean,entropy_missing_reason,rep4,length_tokens,length_drift,length_drift_missing_reason,hedge_per100,selfcorr_per100,greedy_answer_valid,greedy_answer_correct,greedy_answer_letter,resample_count,resample_valid_count,history_false_negative,feedback_rounds
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-005,discovery,hard,mathematics,hard__accurate__neutral,factorial,accurate,neutral,onset_washout,72a717e7cc4a2603a987ee5949f823c3f08222c8e9f248c043b153da786c79b1,10.50000030559022,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.02225439848834675,0.1827162510281601,1.6318097401609936e-05,,0.038461538461538464,278,0.007246376811594203,,0.0,0.0,true,true,B,10,9,,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-005,discovery,hard,mathematics,hard__malfunctioning_always_fail__hostile,factorial,malfunctioning_always_fail,hostile,measured,029a6da3e7d638859f20fc3f2c961c7348ac8abd57aadbed118a09b68dea801c,9.499999533873051,,0.19999999999999996,,0.0,,0,false,0.24421329692119023,1.236705178427221,0.0004639360230010567,,0.035211267605633804,238,-0.13768115942028986,,0.0,0.0,true,true,B,10,10,true,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-005,discovery,hard,mathematics,hard__malfunctioning_always_fail__hostile,factorial,malfunctioning_always_fail,hostile,recovery,2007e62498d91650e60ebbb1332d4906d1c5bc58849ebde21f129b6815164d88,9.624999963794835,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.035683079479893465,0.29166661516104087,8.852283690301918e-05,,0.035211267605633804,238,-0.13768115942028986,,0.0,0.0,true,true,B,10,9,true,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-005,discovery,hard,mathematics,hard__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,measured,bbc8eda0c4a59fb1d9cc1f3ff255be0fecf75033fb9410d888fd440b3b480251,9.250000018626451,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.14028597090290978,0.9921215560984803,0.0005791583541242445,,0.034482758620689655,341,0.23550724637681159,,0.0,0.0,true,true,B,10,9,true,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-005,discovery,hard,mathematics,hard__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,recovery,90b7ade1d044888dfb6d7a8f0fdb544f6f5242ba89fce2a5c505b7f046c50570,9.312499652034603,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.02284008298198533,0.17439318273153795,3.78946945242977e-05,,0.04,305,0.10507246376811594,,0.0,0.0,true,true,B,10,9,true,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-007,discovery,hard,mathematics,hard__accurate__hostile,factorial,accurate,hostile,measured,71bbe44e76efbc89d930d95075864328ace1f23e9baac4097bc46bd92f33332b,-1.7499999403953552,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.1447183177145901,0.9709991115030606,0.0016078371202464413,,0.2641509433962264,415,-0.189453125,,0.0,0.0,true,false,C,10,9,,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-007,discovery,hard,mathematics,hard__accurate__hostile,factorial,accurate,hostile,onset,f23cdb8236781d4085b79dc0c53655bf8ea0cc47dfabd788aeeb34524bdb57e1,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.39159509088767513,1.380382770046855,0.004504268167101713,,0.0,94,-0.81640625,,1.3333333333333333,0.0,false,,,10,6,,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-007,discovery,hard,mathematics,hard__accurate__hostile,factorial,accurate,hostile,onset_washout,b1d83b5dbd8c88c437ed30b380b5dee2441019eda4e405e5e3a343c2f7457f45,-0.7500000596046448,,,m2_invalid_final_answer_all_ten_required,,m3_zero_visible_reasoning_tokens,0,false,0.48554022821091936,1.3730488643638514,0.00041672982915685886,,0.0,5,-0.990234375,,0.0,0.0,true,false,C,10,6,,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-007,discovery,hard,mathematics,hard__accurate__neutral,factorial,accurate,neutral,measured,db534d97d9cdd65032707b9d5e62e2efc46430aba23835a474513ede321176d2,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.12297299629144703,0.9065853998868239,0.0015462192072595532,,0.5929203539823009,512,0.0,,0.0,0.0,false,,,10,9,,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-007,discovery,hard,mathematics,hard__accurate__neutral,factorial,accurate,neutral,onset,0fa441cc21df3074861b7a699c96f2f6730e96e46eea61f27009b207e42d4980,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.07312686935470349,0.5587282407045769,0.0006377967835124014,,0.4940119760479042,512,0.0,,0.0,0.0,false,,,10,8,,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-007,discovery,hard,mathematics,hard__accurate__neutral,factorial,accurate,neutral,onset_washout,57b167f6d29e154830cb0a9df8a4ff98996d0a66a8287aad71441c510c6d2b10,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.03970691813483009,0.3164070024552141,0.00022973076921041307,,0.4940119760479042,512,0.0,,0.0,0.0,false,,,10,8,,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-007,discovery,hard,mathematics,hard__malfunctioning_always_fail__hostile,factorial,malfunctioning_always_fail,hostile,measured,11bcdea5a9b0bbf86f42eafdc9d7b6aff5f83c361286278634135ee0737373c0,-1.75,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.16163952107941154,1.0628551649279263,0.0018202947685175296,,0.26515151515151514,414,-0.19140625,,0.0,0.0,true,false,C,10,7,false,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-007,discovery,hard,mathematics,hard__malfunctioning_always_fail__hostile,factorial,malfunctioning_always_fail,hostile,recovery,572c6e8887a24f85d5644bfb92d18a9bc45f419ec03785ef3cd852b39d469bfc,-0.5,,,m2_invalid_final_answer_all_ten_required,,m3_zero_visible_reasoning_tokens,0,false,0.6069387459028894,1.4478393592284409,0.0022739231112049564,,0.0,5,-0.990234375,,0.0,0.0,true,false,C,10,7,false,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-007,discovery,hard,mathematics,hard__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,measured,3b63e8ed730f36175ef210f3e5bcba60d6cfe3ed38a864a24c4d9bc29bf25383,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.25632211976881863,1.5212048627394863,0.0054611657423368045,,0.4577259475218659,512,0.0,,0.0,0.0,false,,,10,9,false,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-007,discovery,hard,mathematics,hard__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,recovery,3f6b378d7db7524aa5ffe241254f81b2c02e9cae5db96420091007976269cfec,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.04778189817472744,0.380347444867069,0.00037178622145093597,,0.4940119760479042,512,0.0,,0.0,0.0,false,,,10,8,false,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-010,discovery,easy,logic,easy__accurate__hostile,factorial,accurate,hostile,measured,db1c63bd7c0c4b55232d3b599e6ec67a26cebe26b176ef85ded356135c1ced01,7.7500002237502486,,0.4,,0.0,,0,false,0.472425503628462,1.550428343730718,0.002346930086721485,,0.023255813953488372,71,-0.013888888888888888,,0.0,0.0,true,true,B,10,10,,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-010,discovery,easy,logic,easy__accurate__hostile,factorial,accurate,hostile,onset,b77f0d5c7cd17c25639543d75c6626f493c5d92465520a58777831f33ad1632d,5.000000104308128,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,1.1625142063850906,2.1512795573430927,0.02252702038558188,,0.0,78,0.08333333333333333,,0.0,0.0,true,true,B,10,4,,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-010,discovery,easy,logic,easy__accurate__hostile,factorial,accurate,hostile,onset_washout,4df96406ea8a8e153fdb460231a90e040c691a2f187baae4d60142b00e9934eb,8.000000382540748,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.055212355205802456,0.3668163512645713,0.00014411585599669627,,0.023255813953488372,71,-0.013888888888888888,,0.0,0.0,true,true,B,10,8,,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-010,discovery,easy,logic,easy__accurate__neutral,factorial,accurate,neutral,measured,d80f74af97c447d9332d3ca26281a931c9b740c68d3f8937a1195faae81ffe36,-9.749999608146027,,0.0,,0.0,,0,false,0.5073852667426955,1.595030806776028,0.0032587971964394232,,0.022727272727272728,72,0.0,,0.0,0.0,true,false,C,10,10,,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-010,discovery,easy,logic,easy__accurate__neutral,factorial,accurate,neutral,onset,8f7cc7a1cc51c33a8a3e2fe012aa3f111ee444ab061e007896cf8026c35e404f,-10.749999745050445,,0.09999999999999998,,0.0,,0,false,0.07839758633850899,0.4394685248442534,0.00013360515522240705,,0.022727272727272728,72,0.0,,0.0,0.0,true,false,C,10,10,,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-010,discovery,easy,logic,easy__accurate__neutral,factorial,accurate,neutral,onset_washout,3967acb4bc0ba2ba16e5645274e75f3a3c4129c9811c2141de7fc96bcc8f4cfb,-10.687500160827767,,0.09999999999999998,,0.0,,0,false,0.05003218799983087,0.2840956762505888,0.00014076472080054272,,0.022727272727272728,72,0.0,,0.0,0.0,true,false,C,10,10,,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-010,discovery,easy,logic,easy__malfunctioning_always_fail__hostile,factorial,malfunctioning_always_fail,hostile,measured,6c650c7f1b190768e7c9c6a9099670171f5eaeb3699d845cbf6a86b08bfb6912,8.31250024982728,,0.09999999999999998,,0.0,,0,false,0.6341549635955261,1.8042962457304164,0.006739968215959005,,0.0,67,-0.06944444444444445,,0.0,0.0,true,true,B,10,10,true,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-010,discovery,easy,logic,easy__malfunctioning_always_fail__hostile,factorial,malfunctioning_always_fail,hostile,recovery,d12b404c428994528b7b3c321ce6f3363b78907a02bb517c10cb464fccacfd79,7.8125002179294825,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.09275274457454624,0.6459433614069424,0.00040739095197867584,,0.0,67,-0.06944444444444445,,0.0,0.0,true,true,B,10,7,true,3
phase_1,phase1-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-010,discovery,easy,logic,easy__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,measured,42918ce02369ca5f4f72074d0ed2eda61165cf75708d951a1c32cd7097ec4e2d,-9.750000058440492,,0.19999999999999996,,0.0,,0,false,0.505286579055713,1.5847450197162936,0.003248555889923214,,0.022727272727272728,72,0.0,,0.0,0.0,true,false,C,10,10,false,3
